from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
12168,744,2,300,,
12172,12495,2,360,,
12172,2095,2,300,,
12173,5352,2,300,,
12173,7095,2,300,,
12173,7166,2,300,,
12173,7214,2,300,,
12173,7259,0,240,,
1218,2000,0,240,,
1218,2035,0,240,,
122,122,0,240,,
122,1276,2,300,,
122,1510,2,300,,
12204,7296,2,300,,
12205,12205,0,240,,
12205,6730,2,300,,
12205,6734,2,360,,
12206,12207,2,360,,
12207,12206,2,300,,
12207,12207,0,240,,
12207,12220,2,360,,
12207,6730,2,600,,
12209,12210,0,240,,
12209,12211,0,240,,
12209,12212,0,240,,
12209,12228,0,240,,
12209,12229,0,240,,
12209,3155,0,240,,
12209,3242,2,300,,
12213,12213,4,0,14276505,14276776
12213,12213,4,0,14276506,14276777
12213,12213,4,0,14276507,14276778
12213,12213,4,0,14276508,14276779
12213,12213,4,0,14276509,14276780
12213,12213,4,0,14276510,14276781
12213,12213,4,0,14276511,14276782
12213,12213,4,0,14276512,14276783
12213,12213,4,0,14276513,14276740
12213,12213,4,0,14276514,14276741
12213,12213,4,0,14276515,14276768
12213,12213,4,0,14276516,14276760
12213,12213,4,0,14276517,14276761
12213,12213,4,0,14276518,14276762
12213,12213,4,0,14276519,14276763
12213,12213,4,0,14276520,14276764
12213,12213,4,0,14276521,14276765
12213,12213,4,0,14276522,14276766
12213,12213,4,0,14276523,14276767
12213,12213,4,0,14276524,14276769
12213,12213,4,0,14276525,14276770
12213,12213,4,0,14276526,14276771
12213,12213,4,0,14276527,14276772
12213,12213,4,0,14276528,14276773
12213,12213,4,0,14276529,14276774
12213,12213,4,0,14276530,14276775
12213,12213,4,0,14276531,14276743
12213,12213,4,0,14276532,14276744
12213,12213,4,0,14276533,14276745
12213,12213,4,0,14276534,14276742
12213,12213,4,0,14276535,14276757
12213,12213,4,0,14276536,14276758
12213,12213,4,0,14276537,14276759
12213,12213,4,0,14276538,14276746
12213,12213,4,0,14276539,14276747
12213,12213,4,0,14276540,14276748
12213,12213,4,0,14276541,14276749
12213,12213,4,0,14276542,14276750
12213,12213,4,0,14276543,14276751
12213,12213,4,0,14276544,14276752
12213,12213,4,0,14276545,14276753
12213,12213,4,0,14276546,14276754
12213,12213,4,0,14276547,14276755
12213,12213,4,0,14276548,14276756
12213,12213,4,0,14276549,14276784
12213,12213,4,0,14276596,14276821
12213,12213,4,0,14276597,14276822
12213,12213,4,0,14276598,14276830
12213,12213,4,0,14276599,14276831
12213,12213,4,0,14276600,14276825
12213,12213,4,0,14276601,14276826
12213,12213,4,0,14276602,14276827
12213,12213,4,0,14276603,14276828
12213,12213,4,0,14276604,14276829
12213,12213,4,0,14276605,14276832
12213,12213,4,0,14276606,14276833
12213,12213,4,0,14276607,14276835
12213,12213,4,0,14276608,14276836
12213,12213,4,0,14276609,14276837
12213,12213,4,0,14276610,14276838
12213,12213,4,0,14276611,14276839
12213,12213,4,0,14276612,14276840
12213,12213,4,0,14276613,14276841
12213,12213,4,0,14276614,14276843
12213,12213,4,0,14276615,14276845
12213,12213,4,0,14276616,14276842
12213,12213,4,0,14276617,14276844
12213,12213,4,0,14276618,14276834
12213,12213,4,0,14276619,14276816
12213,12213,4,0,14276620,14276817
12213,12213,4,0,14276621,14276818
12213,12213,4,0,14276622,14276819
12213,12213,4,0,14276623,14276820
12213,12213,4,0,14276624,14276823
12213,12213,4,0,14276625,14276824
12213,12213,4,0,14276657,14276875
12213,12213,4,0,14276658,14276876
12213,12213,4,0,14276659,14276877
12213,12213,4,0,14276660,14276878
12213,12213,4,0,14276661,14276879
12213,12213,4,0,14276662,14276880
12213,12213,4,0,14276663,14276881
12213,12213,4,0,14276664,14276864
12213,12213,4,0,14276665,14276867
12213,12213,4,0,14276666,14276868
12213,12213,4,0,14276667,14276869
12213,12213,4,0,14276668,14276870
12213,12213,4,0,14276669,14276871
12213,12213,4,0,14276670,14276872
12213,12213,4,0,14276671,14276874
12213,12213,4,0,14276672,14276873
12213,12213,4,0,14276673,14276865
12213,12213,4,0,14276674,14276866
12213,12213,4,0,14316620,14316644
12213,12213,4,0,14316621,14316645
12213,12213,4,0,14316622,14316646
12213,12213,4,0,14316623,14316647
12213,12213,4,0,14316624,14316648
12213,12213,4,0,14316625,14316649
12213,12213,4,0,14316626,14316650
12214,12214,4,0,14276693,14276552
12214,12214,4,0,14276694,14276550
12214,12214,4,0,14276695,14276551
12214,12214,4,0,14276696,14276553
12214,12214,4,0,14276697,14276554
12214,12214,4,0,14276698,14276555
12214,12214,4,0,14276699,14276556
12214,12214,4,0,14276700,14276557
12214,12214,4,0,14276701,14276558
12214,12214,4,0,14276702,14276559
12214,12214,4,0,14276703,14276560
12214,12214,4,0,14276704,14276561
12214,12214,4,0,14276705,14276562
12214,12214,4,0,14276706,14276563
12214,12214,4,0,14276707,14276564
12214,12214,4,0,14276708,14276565
12214,12214,4,0,14276709,14276586
12214,12214,4,0,14276710,14276587
12214,12214,4,0,14276711,14276588
12214,12214,4,0,14276712,14276589
12214,12214,4,0,14276713,14276590
12214,12214,4,0,14276714,14276591
12214,12214,4,0,14276715,14276592
12214,12214,4,0,14276716,14276593
12214,12214,4,0,14276717,14276594
12214,12214,4,0,14276718,14276566
12214,12214,4,0,14276719,14276567
12214,12214,4,0,14276720,14276568
12214,12214,4,0,14276721,14276569
12214,12214,4,0,14276722,14276570
12214,12214,4,0,14276723,14276571
12214,12214,4,0,14276724,14276572
12214,12214,4,0,14276725,14276573
12214,12214,4,0,14276726,14276574
12214,12214,4,0,14276727,14276575
12214,12214,4,0,14276728,14276576
12214,12214,4,0,14276729,14276577
12214,12214,4,0,14276730,14276578
12214,12214,4,0,14276731,14276579
12214,12214,4,0,14276732,14276580
12214,12214,4,0,14276733,14276581
12214,12214,4,0,14276734,14276582
12214,12214,4,0,14276735,14276583
12214,12214,4,0,14276736,14276584
12214,12214,4,0,14276737,14276585
12214,12214,4,0,14276738,14276595
12214,12214,4,0,14276785,14276629
12214,12214,4,0,14276786,14276630
12214,12214,4,0,14276787,14276631
12214,12214,4,0,14276788,14276632
12214,12214,4,0,14276789,14276633
12214,12214,4,0,14276790,14276634
12214,12214,4,0,14276791,14276635
12214,12214,4,0,14276792,14276636
12214,12214,4,0,14276793,14276637
12214,12214,4,0,14276794,14276656
12214,12214,4,0,14276795,14276638
12214,12214,4,0,14276796,14276626
12214,12214,4,0,14276797,14276627
12214,12214,4,0,14276798,14276628
12214,12214,4,0,14276799,14276639
12214,12214,4,0,14276800,14276640
12214,12214,4,0,14276801,14276641
12214,12214,4,0,14276802,14276642
12214,12214,4,0,14276803,14276643
12214,12214,4,0,14276804,14276644
12214,12214,4,0,14276805,14276651
12214,12214,4,0,14276806,14276652
12214,12214,4,0,14276807,14276645
12214,12214,4,0,14276808,14276646
12214,12214,4,0,14276809,14276647
12214,12214,4,0,14276810,14276648
12214,12214,4,0,14276811,14276649
12214,12214,4,0,14276812,14276650
12214,12214,4,0,14276813,14276653
12214,12214,4,0,14276814,14276654
12214,12214,4,0,14276815,14276655
12214,12214,4,0,14276846,14276682
12214,12214,4,0,14276847,14276683
12214,12214,4,0,14276848,14276684
12214,12214,4,0,14276849,14276685
12214,12214,4,0,14276850,14276686
12214,12214,4,0,14276851,14276687
12214,12214,4,0,14276852,14276689
12214,12214,4,0,14276853,14276691
12214,12214,4,0,14276854,14276688
12214,12214,4,0,14276855,14276690
12214,12214,4,0,14276856,14276692
12214,12214,4,0,14276857,14276675
12214,12214,4,0,14276858,14276676
12214,12214,4,0,14276859,14276677
12214,12214,4,0,14276860,14276678
12214,12214,4,0,14276861,14276679
12214,12214,4,0,14276862,14276680
12214,12214,4,0,14276863,14276681
12214,12214,4,0,14316635,14316627
12214,12214,4,0,14316636,14316628
12214,12214,4,0,14316637,14316629
12214,12214,4,0,14316638,14316630
12214,12214,4,0,14316639,14316631
12214,12214,4,0,14316640,14316632
12214,12214,4,0,14316641,14316633
12214,12214,4,0,14316642,14316634
12214,12214,4,0,14316643,14316655
12217,12217,4,0,14279598,14279653
12217,12217,4,0,14279599,14279655
12217,12217,4,0,14279600,14279654
12217,12217,4,0,14279601,14279656
12217,12217,4,0,14279602,14279657
12217,12217,4,0,14279603,14279659
12217,12217,4,0,14279604,14279658
12217,12217,4,0,14279605,14279660
12217,12217,4,0,14279606,14279630
12217,12217,4,0,14279607,14279631
12217,12217,4,0,14279608,14279632
12217,12217,4,0,14279609,14279633
12217,12217,4,0,14279610,14279634
12217,12217,4,0,14279611,14279635
12217,12217,4,0,14279612,14279636
12217,12217,4,0,14279613,14279637
12217,12217,4,0,14279614,14279638
12217,12217,4,0,14279615,14279639
12217,12217,4,0,14279616,14279640
12217,12217,4,0,14279617,14279641
12217,12217,4,0,14279618,14279642
12217,12217,4,0,14279619,14279643
12217,12217,4,0,14279620,14279644
12217,12217,4,0,14279621,14279645
12217,12217,4,0,14279622,14279646
12217,12217,4,0,14279623,14279647
12217,12217,4,0,14279624,14279648
12217,12217,4,0,14279625,14279649
12217,12217,4,0,14279626,14279650
12217,12217,4,0,14279627,14279651
12217,12217,4,0,14279628,14279652
12217,12217,4,0,14279629,14279661
12217,12217,4,0,14279662,14279715
12217,12217,4,0,14279663,14279691
12217,12217,4,0,14279664,14279692
12217,12217,4,0,14279665,14279693
12217,12217,4,0,14279666,14279694
12217,12217,4,0,14279667,14279695
12217,12217,4,0,14279668,14279696
12217,12217,4,0,14279669,14279697
12217,12217,4,0,14279670,14279698
12217,12217,4,0,14279671,14279702
12217,12217,4,0,14279672,14279703
12217,12217,4,0,14279673,14279704
12217,12217,4,0,14279674,14279705
12217,12217,4,0,14279675,14279706
12217,12217,4,0,14279676,14279707
12217,12217,4,0,14279677,14279708
12217,12217,4,0,14279678,14279709
12217,12217,4,0,14279679,14279710
12217,12217,4,0,14279680,14279711
12217,12217,4,0,14279681,14279712
12217,12217,4,0,14279682,14279713
12217,12217,4,0,14279683,14279714
12217,12217,4,0,14279684,14279716
12217,12217,4,0,14279685,14279717
12217,12217,4,0,14279686,14279718
12217,12217,4,0,14279687,14279699
12217,12217,4,0,14279688,14279700
12217,12217,4,0,14279689,14279701
12217,12217,4,0,14279690,14279719
12217,12217,4,0,14319976,14320009
12217,12217,4,0,14319977,14320010
12217,12217,4,0,14319978,14320011
12217,12217,4,0,14319979,14320012
12217,12217,4,0,14319980,14320013
12217,12217,4,0,14319981,14320014
12217,12217,4,0,14319982,14320015
12217,12217,4,0,14319983,14320016
12217,12217,4,0,14319984,14320017
12217,12217,4,0,14319985,14320018
12217,12217,4,0,14319986,14320019
12217,12217,4,0,14319987,14320020
12217,12217,4,0,14319988,14320021
12217,12217,4,0,14319989,14320022
12217,12217,4,0,14319990,14320023
12217,12217,4,0,14319991,14320024
12217,12217,4,0,14319992,14320025
12217,12217,4,0,14319993,14320026
12217,12217,4,0,14319994,14320027
12217,12217,4,0,14319995,14320028
12217,12217,4,0,14319996,14320029
12217,12217,4,0,14319997,14320030
12217,12217,4,0,14319998,14320031
12217,12217,4,0,14319999,14320032
12217,12217,4,0,14320000,14320033
12217,12217,4,0,14320001,14320034
12217,12217,4,0,14320002,14320035
12217,12217,4,0,14320003,14320036
12217,12217,4,0,14320004,14320037
12217,12217,4,0,14320005,14320038
12217,12217,4,0,14320006,14320039
12217,12217,4,0,14320007,14320040
12217,12217,4,0,14320008,14320041
12227,8657,0,240,,
12227,8672,0,240,,
12227,8676,0,240,,
12227,8685,0,240,,
12227,8687,0,240,,
12227,8688,0,240,,
12227,8689,0,240,,
12227,8690,0,240,,
12227,8691,0,240,,
12227,8755,2,300,,
12228,12210,0,240,,
12228,12211,0,240,,
12228,12212,0,240,,
12228,3155,0,240,,
12228,3242,2,300,,
12229,12210,0,240,,
12229,12211,0,240,,
12229,12212,0,240,,
12229,3155,0,240,,
12230,11940,0,240,,
12230,11941,0,240,,
12230,11942,0,240,,
12230,11943,0,240,,
12230,12320,0,240,,
12231,11940,0,240,,
12231,11941,0,240,,
12231,11942,0,240,,
12231,11943,0,240,,
12231,12020,0,240,,
12231,12022,0,240,,
12231,12319,0,240,,
12231,12320,0,240,,
12231,12332,0,240,,
12232,12240,0,240,,
12232,12241,0,240,,
12232,12242,2,300,,
12233,12240,2,300,,
12233,12242,2,300,,
12234,11229,0,240,,
12234,12321,0,240,,
12234,12322,0,240,,
12234,12647,0,240,,
12234,3053,0,240,,
12234,3067,0,240,,
12234,3195,0,240,,
12234,3204,0,240,,
12234,3334,0,240,,
12234,3394,0,240,,
12234,3533,0,240,,
12234,3769,0,240,,
12234,3904,0,240,,
12234,3927,0,240,,
12234,7643,0,240,,
12235,11229,0,240,,
12235,12321,0,240,,
12235,12647,0,240,,
12235,3053,0,240,,
12235,3067,0,240,,
12235,3195,0,240,,
12235,3204,0,240,,
12235,3334,0,240,,
12235,3394,0,240,,
12235,3533,0,240,,
12235,3769,0,240,,
12235,3904,0,240,,
12235,3906,0,240,,
12235,3927,0,240,,
12235,7643,0,240,,
12239,12208,0,240,,
12240,12233,2,300,,
12241,12232,0,240,,
12241,12233,0,240,,
12241,12240,2,360,,
12242,12233,2,360,,
12242,12242,0,240,,
12264,3984,0,240,,
12264,9178,0,240,,
12267,3315,2,300,,
12267,3331,0,240,,
12272,3315,2,300,,
12272,3331,0,240,,
12277,3314,2,300,,
12277,3333,0,240,,
12291,3633,2,300,,
12291,3656,2,300,,
12293,7167,2,300,,
1231,11588,0,240,,
1231,11589,0,240,,
1231,11606,0,240,,
1231,8044,2,300,,
1231,8073,2,300,,
1231,8754,2,300,,
1231,8763,2,300,,
12318,1387,2,300,,
12318,1482,0,240,,
12318,1709,0,240,,
12318,2742,2,300,,
12318,8139,0,240,,
12318,963,0,240,,
12329,10471,2,360,,
12330,415,2,300,,
12331,12823,2,420,,
12331,4494,2,420,,
12345,3376,0,240,,
12348,1013,2,300,,
12348,11429,0,240,,
12349,10827,2,300,,
12349,4065,2,360,,
12375,12375,0,240,,
12375,8535,2,300,,
12381,12381,4,0,14302386,14302419
12381,12381,4,0,14302387,14302420
12381,12381,4,0,14302388,14302421
12381,12381,4,0,14302389,14302422
12381,12381,4,0,14302390,14302423
12381,12381,4,0,14302391,14302424
12381,12381,4,0,14302392,14302425
12381,12381,4,0,14302393,14302426
12381,12381,4,0,14302394,14302427
12381,12381,4,0,14302395,14302428
12381,12381,4,0,14302396,14302429
12381,12381,4,0,14302397,14302430
12381,12381,4,0,14302398,14302431
12381,12381,4,0,14302399,14302432
12381,12381,4,0,14302400,14302433
12381,12381,4,0,14302401,14302434
12381,12381,4,0,14302402,14302435
12381,12381,4,0,14302403,14302436
12381,12381,4,0,14302404,14302437
12381,12381,4,0,14302405,14302413
12381,12381,4,0,14302406,14302414
12381,12381,4,0,14302407,14302415
12381,12381,4,0,14302408,14302416
12381,12381,4,0,14302409,14302417
12381,12381,4,0,14302410,14302418
12381,12381,4,0,14302411,14302439
12381,12381,4,0,14302412,14302438
12381,12381,4,0,14302440,14302460
12381,12381,4,0,14302441,14302461
12381,12381,4,0,14302442,14302462
12381,12381,4,0,14302443,14302463
12381,12381,4,0,14302444,14302464
12381,12381,4,0,14302445,14302465
12381,12381,4,0,14302446,14302466
12381,12381,4,0,14302447,14302467
12381,12381,4,0,14302448,14302469
12381,12381,4,0,14302449,14302470
12381,12381,4,0,14302450,14302471
12381,12381,4,0,14302451,14302472
12381,12381,4,0,14302452,14302473
12381,12381,4,0,14302453,14302474
12381,12381,4,0,14302454,14302475
12381,12381,4,0,14302455,14302476
12381,12381,4,0,14302456,14302477
12381,12381,4,0,14302457,14302478
12381,12381,4,0,14302458,14302479
12381,12381,4,0,14302459,14302468
12381,12381,4,0,14302480,14302505
12381,12381,4,0,14302481,14302506
12381,12381,4,0,14302482,14302507
12381,12381,4,0,14302483,14302508
12381,12381,4,0,14302484,14302509
12381,12381,4,0,14302485,14302510
12381,12381,4,0,14302486,14302511
12381,12381,4,0,14302487,14302512
12381,12381,4,0,14302488,14302513
12381,12381,4,0,14302489,14302514
12381,12381,4,0,14302490,14302515
12381,12381,4,0,14302491,14302516
12381,12381,4,0,14302492,14302517
12381,12381,4,0,14302493,14302499
12381,12381,4,0,14302494,14302500
12381,12381,4,0,14302495,14302501
12381,12381,4,0,14302496,14302502
12381,12381,4,0,14302497,14302503
12381,12381,4,0,14302498,14302504
12382,12382,4,0,14302518,14302550
12382,12382,4,0,14302519,14302558
12382,12382,4,0,14302520,14302559
12382,12382,4,0,14302521,14302560
12382,12382,4,0,14302522,14302561
12382,12382,4,0,14302523,14302562
12382,12382,4,0,14302524,14302564
12382,12382,4,0,14302525,14302566
12382,12382,4,0,14302526,14302565
12382,12382,4,0,14302527,14302567
12382,12382,4,0,14302528,14302568
12382,12382,4,0,14302529,14302569
12382,12382,4,0,14302530,14302570
12382,12382,4,0,14302531,14302571
12382,12382,4,0,14302532,14302572
12382,12382,4,0,14302533,14302547
12382,12382,4,0,14302534,14302548
12382,12382,4,0,14302535,14302549
12382,12382,4,0,14302536,14302563
12382,12382,4,0,14302537,14302551
12382,12382,4,0,14302538,14302552
12382,12382,4,0,14302539,14302553
12382,12382,4,0,14302540,14302554
12382,12382,4,0,14302541,14302557
12382,12382,4,0,14302542,14302555
12382,12382,4,0,14302543,14302556
12382,12382,4,0,14302544,14302573
12382,12382,4,0,14302545,14302550
12382,12382,4,0,14302546,14302574
12382,12382,4,0,14302575,14302608
12382,12382,4,0,14302576,14302609
12382,12382,4,0,14302577,14302610
12382,12382,4,0,14302578,14302611
12382,12382,4,0,14302579,14302612
12382,12382,4,0,14302580,14302613
12382,12382,4,0,14302581,14302614
12382,12382,4,0,14302582,14302595
12382,12382,4,0,14302583,14302596
12382,12382,4,0,14302584,14302597
12382,12382,4,0,14302585,14302598
12382,12382,4,0,14302586,14302599
12382,12382,4,0,14302587,14302600
12382,12382,4,0,14302588,14302601
12382,12382,4,0,14302589,14302602
12382,12382,4,0,14302590,14302603
12382,12382,4,0,14302591,14302604
12382,12382,4,0,14302592,14302605
12382,12382,4,0,14302593,14302606
12382,12382,4,0,14302594,14302607
12382,12382,4,0,14302615,14302647
12382,12382,4,0,14302616,14302636
12382,12382,4,0,14302617,14302637
12382,12382,4,0,14302618,14302638
12382,12382,4,0,14302619,14302639
12382,12382,4,0,14302620,14302640
12382,12382,4,0,14302621,14302641
12382,12382,4,0,14302622,14302642
12382,12382,4,0,14302623,14302643
12382,12382,4,0,14302624,14302644
12382,12382,4,0,14302625,14302645
12382,12382,4,0,14302626,14302646
12382,12382,4,0,14302627,14302648
12382,12382,4,0,14302628,14302649
12382,12382,4,0,14302629,14302650
12382,12382,4,0,14302630,14302651
12382,12382,4,0,14302631,14302652
12382,12382,4,0,14302632,14302634
12382,12382,4,0,14302633,14302635
12382,12382,4,0,14320255,14320256
12386,11739,2,300,,
12392,12886,2,300,,
12392,12888,2,300,,
12395,6095,2,300,,
12406,1173,2,300,,
12406,12405,0,240,,
12406,12409,0,240,,
12406,12410,2,300,,
12406,12411,2,360,,
12406,2414,2,300,,
12406,2523,2,300,,
12406,2671,2,300,,
12406,2761,2,300,,
12406,2833,2,300,,
12406,8049,0,240,,
12406,8068,0,240,,
12409,1173,2,300,,
12409,12405,0,240,,
12409,12409,0,240,,
12409,12410,0,240,,
12409,12411,0,240,,
12409,2016,2,300,,
12409,2414,2,300,,
12409,2523,2,300,,
12409,2671,0,240,,
12409,2761,2,300,,
12409,2833,0,240,,
12409,8049,0,240,,
12409,8068,0,240,,
1242,2739,2,300,,
1242,437,2,600,,
1242,951,0,240,,
12427,12427,0,240,,
12427,12441,0,240,,
12437,7106,2,360,,
12437,7108,2,300,,
12437,7140,0,240,,
1244,2739,2,300,,
12478,10148,2,300,,
12478,9547,2,300,,
12497,12497,0,240,,
12497,5382,2,300,,
12498,12498,0,240,,
12498,7658,0,240,,
12498,7727,0,240,,
12498,7743,0,240,,
12498,7827,0,240,,
12498,8024,2,120,,
12498,8029,2,120,,
12499,12499,0,240,,
12516,11331,2,360,,
12516,13056,2,300,,
12519,8043,2,300,,
12535,1016,2,120,,
12535,11272,2,360,,
12535,11706,2,360,,
12535,12535,0,240,,
12535,4494,2,300,,
12535,4495,2,300,,
12535,4883,2,420,,
12535,8041,2,480,,
12535,9129,0,240,,
12535,985,0,240,,
1254,1079,0,240,,
1254,1130,0,240,,
1254,12667,2,300,,
1254,709,0,240,,
12546,6734,2,300,,
12548,11088,2,300,,
12548,11278,2,360,,
12548,11357,2,300,,
12548,12764,2,300,,
12556,695,2,300,,
12556,8045,2,300,,
12556,8072,2,300,,
12567,11697,2,540,,
12567,11874,2,300,,
12567,11876,2,300,,
12567,12567,0,240,,
12567,8750,2,300,,
12567,8759,2,300,,
12579,6508,2,300,,
12579,6545,2,300,,
1258,2000,0,240,,
1258,2035,0,240,,
12580,7768,0,240,,
12580,7777,0,240,,
12580,8025,2,120,,
12580,8028,2,120,,
12586,11282,2,300,,
12586,11283,2,300,,
12586,12975,2,360,,
12586,627,2,360,,
12596,12581,2,360,,
12600,11792,2,420,,
12600,11793,2,420,,
12600,11794,2,420,,
12600,12057,2,300,,
12600,12358,0,240,,
12600,12359,0,240,,
12600,12360,2,300,,
12600,12361,2,300,,
12600,12362,0,240,,
12600,12363,0,240,,
12625,301,2,300,,
12625,378,2,360,,
12625,646,2,300,,
12626,12168,0,240,,
12626,12625,2,360,,
12626,301,2,360,,
12626,646,2,300,,
12631,1031,2,300,,
12631,1116,2,300,,
12632,1031,2,300,,
12632,1116,2,300,,
12636,12639,2,360,,
12636,7745,2,300,,
12636,7804,2,300,,
12637,10300,2,300,,
12637,10308,2,300,,
12639,12639,0,240,,
12640,12640,0,240,,
12650,9720,0,240,,
1266,2225,2,360,,
12664,155,2,300,,
12664,256,0,240,,
12665,1160,2,300,,
12665,1186,2,300,,
12665,1187,2,360,,
12665,12666,2,360,,
12666,1160,2,300,,
12666,1186,2,300,,
12666,1187,0,240,,
12666,12666,0,240,,
12667,1079,0,240,,
12667,1130,2,300,,
12667,1254,2,300,,
12667,12667,0,240,,
12667,659,2,300,,
12667,709,0,240,,
12668,12134,2,300,,
12668,12668,0,240,,
12668,650,2,300,,
12668,718,0,240,,
12668,797,2,300,,
12669,13043,2,300,,
12669,761,2,300,,
12671,12663,2,300,,
12671,12671,0,240,,
12671,297,0,240,,
12671,381,2,300,,
12672,13043,2,300,,
12672,761,0,240,,
12673,10893,2,300,,
12681,12375,2,360,,
12681,12948,2,360,,
12681,4496,2,420,,
12681,8040,2,360,,
12681,8535,2,300,,
12682,12686,2,360,,
12682,12687,2,300,,
12682,4186,2,300,,
12683,11639,2,300,,
12686,4212,2,360,,
12693,10865,0,240,,
12693,10866,2,120,,
12693,10867,0,240,,
12693,4242,0,240,,
12693,4459,0,240,,
12693,4471,0,240,,
12693,4568,0,240,,
12693,8037,0,240,,
12693,989,0,240,,
12696,4830,2,300,,
12716,11243,2,300,,
12716,11247,2,360,,
12716,11295,2,300,,
12716,11707,2,300,,
12716,12716,0,240,,
12716,6512,2,300,,
12716,6753,0,240,,
12717,11243,2,300,,
12717,11247,2,360,,
12717,11295,2,300,,
12717,11707,2,300,,
12717,12716,0,240,,
12717,6512,2,300,,
12717,6753,0,240,,
12721,11403,2,300,,
12721,329,2,300,,
12721,9136,0,240,,
12735,12735,0,240,,
12735,12736,0,240,,
12736,12735,0,240,,
12738,12738,0,240,,
12749,12822,2,360,,
12749,2120,2,300,,
12749,857,2,360,,
12749,887,2,300,,
1276,122,2,300,,
1276,1510,2,300,,
12761,12761,0,240,,
12764,11227,2,360,,
12764,11278,2,360,,
12764,11279,2,300,,
12764,12548,2,300,,
12764,12764,0,240,,
12791,12791,0,240,,
12791,9136,2,480,,
12793,10886,0,240,,
12793,10887,0,240,,
12793,10888,0,240,,
12793,10889,0,240,,
12793,10890,0,240,,
12793,10892,0,240,,
12793,12655,0,240,,
12793,12793,0,240,,
12794,12794,0,240,,
12794,4961,2,300,,
12794,4962,2,300,,
12794,4972,2,300,,
12810,12810,0,240,,
12815,12815,0,240,,
12816,361,2,300,,
12818,10814,2,300,,
12818,179,2,360,,
12826,12826,0,240,,
12826,12827,2,300,,
12826,1393,2,300,,
12826,1394,0,240,,
12826,1858,2,300,,
12827,10071,2,300,,
12827,12826,2,300,,
12827,1393,2,300,,
12827,1394,2,300,,
12859,11302,2,600,,
12859,11535,2,420,,
12859,35,2,480,,
12859,78,2,300,,
12859,8041,2,360,,
12859,95,2,300,,
12866,10799,2,300,,
12866,11280,2,300,,
12866,11281,2,300,,
12866,423,0,240,,
12867,959,2,300,,
12869,12869,0,240,,
12869,1379,2,300,,
12869,63,0,240,,
12873,1327,2,480,,
12873,1329,0,240,,
12873,1337,2,540,,
12873,7025,2,300,,
12886,12392,2,300,,
12888,12392,2,300,,
12891,12134,2,300,,
12891,12668,2,300,,
12891,650,0,240,,
12891,717,0,240,,
12891,718,2,300,,
12898,12900,0,240,,
12898,12901,0,240,,
12898,12902,0,240,,
12898,12950,0,240,,
12898,12951,0,240,,
12898,12952,0,240,,
12898,12953,0,240,,
12898,12954,0,240,,
12898,12955,0,240,,
12898,12956,0,240,,
12898,12957,0,240,,
12900,12900,0,240,,
12900,12901,0,240,,
12900,12902,0,240,,
12900,12950,0,240,,
12900,12952,0,240,,
12900,12955,0,240,,
12900,12956,0,240,,
12900,12957,0,240,,
12901,12900,0,240,,
12901,12901,0,240,,
12901,12902,0,240,,
12901,12950,0,240,,
12901,12951,0,240,,
12901,12952,0,240,,
12901,12953,0,240,,
12901,12954,0,240,,
12901,12955,0,240,,
12901,12956,0,240,,
12901,12957,0,240,,
12902,12900,0,240,,
12902,12901,0,240,,
12902,12902,0,240,,
12902,12950,0,240,,
12902,12951,0,240,,
12902,12952,0,240,,
12902,12953,0,240,,
12902,12954,0,240,,
12902,12955,0,240,,
12902,12956,0,240,,
12902,12957,0,240,,
12935,3218,2,300,,
12938,5065,2,360,,
12939,4846,2,300,,
12943,4961,2,300,,
12943,4972,2,300,,
12944,5557,2,300,,
12944,5628,2,360,,
12945,5557,2,360,,
12945,5628,2,360,,
12946,8366,0,240,,
12946,8367,0,240,,
12946,8368,2,360,,
12946,8412,0,240,,
12946,8417,2,360,,
12947,8366,0,240,,
12947,8367,0,240,,
12947,8368,2,360,,
12947,8412,0,240,,
12947,8417,2,360,,
12951,12900,0,240,,
12951,12901,0,240,,
12951,12902,0,240,,
12951,12950,0,240,,
12951,12951,0,240,,
12951,12952,0,240,,
12951,12953,0,240,,
12951,12954,0,240,,
12951,12955,0,240,,
12951,12956,0,240,,
12951,12957,0,240,,
12952,12900,0,240,,
12952,12901,0,240,,
12952,12950,0,240,,
12952,12951,0,240,,
12952,12953,0,240,,
12952,12954,0,240,,
12952,12955,0,240,,
12952,12956,0,240,,
12952,12957,0,240,,
12955,12900,0,240,,
12955,12901,0,240,,
12955,12902,0,240,,
12955,12950,0,240,,
12955,12951,0,240,,
12955,12952,0,240,,
12955,12953,0,240,,
12955,12954,0,240,,
12955,12955,0,240,,
12955,12956,0,240,,
12955,12957,0,240,,
12956,12900,0,240,,
12956,12901,0,240,,
12956,12902,0,240,,
12956,12950,0,240,,
12956,12951,0,240,,
12956,12952,0,240,,
12956,12953,0,240,,
12956,12954,0,240,,
12956,12955,0,240,,
12956,12956,0,240,,
12956,12957,0,240,,
12958,11016,2,180,,
12958,114,0,240,,
12960,11088,2,300,,
12960,11278,2,300,,
12960,11279,2,300,,
12960,11357,2,300,,
12960,12764,2,300,,
12960,932,2,420,,
12963,11697,2,600,,
12963,11874,2,360,,
12963,11876,2,300,,
12963,12567,2,300,,
12963,8750,2,360,,
12963,8759,2,360,,
12971,12971,0,240,,
12972,12972,0,240,,
